u,v,weight
all,arthur,2
all,attorney's,2
all,cheney,2
all,colleen,2
all,crime,2
all,district,2
all,libravox,2
all,mcmahon,2
all,office,2
all,preface,2
all,recording,2
all,stories,2
all,train,2
all,true,2
all,check,6
all,it's,6
all,jim,2
all,money,2
all,p-body,6
all,too,5
all,bank,5
all,signature,5
all,then,5
all,there,5
all,still,2
arthur,attorney's,5
arthur,cheney,11
arthur,colleen,4
arthur,crime,5
arthur,district,5
arthur,libravox,3
arthur,mcmahon,4
arthur,office,5
arthur,preface,5
arthur,recording,4
arthur,stories,5
arthur,train,5
arthur,true,5
arthur,while,3
arthur,april,6
arthur,building,6
arthur,city,6
arthur,courts,6
arthur,criminal,6
arthur,new,6
arthur,others,4
arthur,york,6
arthur,august,5
arthur,broadway,5
arthur,company,5
arthur,pete,5
arthur,rogers,5
arthur,beer,4
arthur,check,4
arthur,george,4
arthur,having,4
arthur,lang,4
arthur,stop,4
arthur,bank,3
arthur,money,3
arthur,certainly,2
attorney's,cheney,5
attorney's,colleen,4
attorney's,crime,5
attorney's,district,11
attorney's,libravox,3
attorney's,mcmahon,4
attorney's,office,11
attorney's,preface,5
attorney's,recording,4
attorney's,stories,5
attorney's,train,5
attorney's,true,5
attorney's,while,2
attorney's,court,2
attorney's,evidence,6
attorney's,forgery,5
attorney's,god's,3
attorney's,jury,2
attorney's,mrs,6
attorney's,parker,6
attorney's,signature,4
attorney's,trial,6
attorney's,whereupon,4
attorney's,elmira,5
attorney's,new,5
attorney's,sweeney,5
attorney's,wallace,5
attorney's,york,5
attorney's,attorney,4
attorney's,his,4
attorney's,bierstadt,3
attorney's,check,3
cheney,colleen,4
cheney,crime,5
cheney,district,5
cheney,libravox,3
cheney,mcmahon,4
cheney,office,5
cheney,preface,5
cheney,recording,4
cheney,stories,5
cheney,train,5
cheney,true,5
cheney,while,3
cheney,april,6
cheney,building,6
cheney,city,6
cheney,courts,6
cheney,criminal,6
cheney,new,6
cheney,others,4
cheney,york,6
cheney,august,5
cheney,broadway,5
cheney,company,5
cheney,pete,5
cheney,rogers,5
cheney,beer,4
cheney,check,4
cheney,george,4
cheney,having,4
cheney,lang,4
cheney,stop,4
cheney,bank,3
cheney,money,3
cheney,certainly,2
colleen,crime,7
colleen,district,4
colleen,libravox,3
colleen,mcmahon,11
colleen,office,4
colleen,preface,4
colleen,recording,11
colleen,stories,4
colleen,train,4
colleen,true,4
colleen,american,4
colleen,bedford,5
colleen,end,7
colleen,her,2
colleen,james,3
colleen,jury,7
colleen,mabel,7
colleen,parker,7
colleen,parker's,4
colleen,reformatory,5
colleen,she,5
colleen,trial,4
colleen,around,5
colleen,avenue,5
colleen,bank,5
colleen,check,5
colleen,court,5
colleen,couser,5
colleen,detective,5
colleen,evidence,5
colleen,fifth,5
colleen,forgery,5
colleen,money,5
colleen,notes,5
colleen,object,5
colleen,room,5
colleen,signature,5
colleen,witness,5
crime,district,5
crime,libravox,3
crime,mcmahon,7
crime,office,5
crime,preface,6
crime,recording,7
crime,stories,5
crime,train,5
crime,true,5
crime,while,4
crime,accordingly,4
crime,convent,5
crime,english,3
crime,james,13
crime,louis,2
crime,mabel,11
crime,minnesota,2
crime,mrs,9
crime,new,8
crime,parker,13
crime,parker's,7
crime,paul,2
crime,prentice,6
crime,waiting,6
crime,york,8
crime,her,11
crime,singley,8
crime,money,6
crime,his,4
crime,slander,3
crime,further,2
crime,trial,7
crime,george,2
crime,lang,3
crime,lope,3
crime,thus,3
crime,american,5
crime,jury,5
crime,bedford,4
crime,reformatory,4
crime,she,4
crime,end,3
district,libravox,3
district,mcmahon,4
district,office,11
district,preface,5
district,recording,4
district,stories,5
district,train,5
district,true,5
district,while,2
district,court,2
district,evidence,9
district,forgery,8
district,god's,3
district,jury,4
district,mrs,8
district,parker,9
district,signature,7
district,trial,9
district,whereupon,4
district,elmira,6
district,new,6
district,sweeney,8
district,wallace,6
district,york,6
district,attorney,7
district,his,6
district,bierstadt,6
district,check,6
district,but,4
district,peabody,4
libravox,mcmahon,3
libravox,office,3
libravox,preface,3
libravox,recording,3
libravox,stories,3
libravox,train,3
libravox,true,3
mcmahon,office,4
mcmahon,preface,4
mcmahon,recording,11
mcmahon,stories,4
mcmahon,train,4
mcmahon,true,4
mcmahon,american,4
mcmahon,bedford,5
mcmahon,end,7
mcmahon,her,2
mcmahon,james,3
mcmahon,jury,7
mcmahon,mabel,7
mcmahon,parker,7
mcmahon,parker's,4
mcmahon,reformatory,5
mcmahon,she,5
mcmahon,trial,4
mcmahon,around,5
mcmahon,avenue,5
mcmahon,bank,5
mcmahon,check,5
mcmahon,court,5
mcmahon,couser,5
mcmahon,detective,5
mcmahon,evidence,5
mcmahon,fifth,5
mcmahon,forgery,5
mcmahon,money,5
mcmahon,notes,5
mcmahon,object,5
mcmahon,room,5
mcmahon,signature,5
mcmahon,witness,5
office,preface,5
office,recording,4
office,stories,5
office,train,5
office,true,5
office,while,2
office,court,2
office,evidence,6
office,forgery,5
office,god's,3
office,jury,2
office,mrs,6
office,parker,6
office,signature,4
office,trial,6
office,whereupon,4
office,elmira,5
office,new,5
office,sweeney,5
office,wallace,5
office,york,5
office,attorney,4
office,his,4
office,bierstadt,3
office,check,3
preface,recording,4
preface,stories,5
preface,train,5
preface,true,5
preface,while,3
recording,stories,4
recording,train,4
recording,true,4
recording,american,4
recording,bedford,5
recording,end,7
recording,her,2
recording,james,3
recording,jury,7
recording,mabel,7
recording,parker,7
recording,parker's,4
recording,reformatory,5
recording,she,5
recording,trial,4
recording,around,5
recording,avenue,5
recording,bank,5
recording,check,5
recording,court,5
recording,couser,5
recording,detective,5
recording,evidence,5
recording,fifth,5
recording,forgery,5
recording,money,5
recording,notes,5
recording,object,5
recording,room,5
recording,signature,5
recording,witness,5
stories,train,5
stories,true,5
stories,while,2
train,true,5
train,while,2
true,while,2
while,others,3
while,new,5
while,york,5
while,doyle's,3
while,evidence,2
while,holmes,3
while,parker,4
while,peabody,6
while,police,5
while,serconan,3
while,sherlock,3
while,street,6
while,there,4
while,west,6
while,donz,5
while,parker's,5
while,room,4
while,assuming,3
others,april,4
others,building,4
others,city,4
others,courts,4
others,criminal,4
others,new,4
others,york,4
others,august,3
others,broadway,3
others,company,3
others,pete,3
others,rogers,3
others,beer,2
others,check,2
others,george,2
others,having,2
others,lang,2
others,stop,2
april,building,6
april,city,6
april,courts,6
april,criminal,6
april,new,6
april,york,6
april,august,5
april,broadway,5
april,company,5
april,pete,5
april,rogers,5
april,beer,4
april,check,4
april,george,4
april,having,4
april,lang,4
april,stop,4
april,bank,3
april,money,3
april,certainly,2
building,city,6
building,courts,6
building,criminal,6
building,new,6
building,york,6
building,august,5
building,broadway,5
building,company,5
building,pete,5
building,rogers,5
building,beer,4
building,check,4
building,george,4
building,having,4
building,lang,4
building,stop,4
building,bank,3
building,money,3
building,certainly,2
city,courts,6
city,criminal,6
city,new,12
city,york,12
city,august,6
city,broadway,6
city,company,11
city,pete,11
city,rogers,11
city,beer,6
city,check,9
city,george,10
city,having,6
city,lang,10
city,stop,6
city,bank,8
city,money,7
city,certainly,6
city,lang's,6
city,police,6
city,street,6
city,their,6
city,west,6
city,tuesday,5
city,arrest,3
courts,criminal,6
courts,new,6
courts,york,6
courts,august,5
courts,broadway,5
courts,company,5
courts,pete,5
courts,rogers,5
courts,beer,4
courts,check,4
courts,george,4
courts,having,4
courts,lang,4
courts,stop,4
courts,bank,3
courts,money,3
courts,certainly,2
criminal,new,6
criminal,york,6
criminal,august,5
criminal,broadway,5
criminal,company,5
criminal,pete,5
criminal,rogers,5
criminal,beer,4
criminal,check,4
criminal,george,4
criminal,having,4
criminal,lang,4
criminal,stop,4
criminal,bank,3
criminal,money,3
criminal,certainly,2
new,york,50
new,august,6
new,broadway,11
new,company,13
new,pete,11
new,rogers,11
new,beer,6
new,check,13
new,george,16
new,having,6
new,lang,16
new,stop,6
new,bank,10
new,money,15
new,certainly,6
new,lang's,6
new,police,21
new,street,12
new,their,6
new,west,12
new,tuesday,5
new,arrest,7
new,james,14
new,parker,28
new,detective,8
new,doyle's,5
new,evidence,17
new,five,3
new,holmes,5
new,peabody,15
new,serconan,5
new,sherlock,5
new,there,6
new,donz,3
new,parker's,8
new,room,2
new,clark,7
new,didn't,6
new,hickey,6
new,i'll,3
new,jim,3
new,mabel,10
new,meantime,5
new,p-body,5
new,sargent,5
new,they,4
new,what,6
new,yes,3
new,well,7
new,mrs,24
new,don't,2
new,not,4
new,alice,5
new,couser,3
new,trial,11
new,accordingly,6
new,albert,2
new,avenue,2
new,english,5
new,fifth,2
new,louis,4
new,minnesota,4
new,old,2
new,patrick,3
new,paul,4
new,prentice,7
new,rice,2
new,signature,9
new,sparious,2
new,swenson's,2
new,trust,2
new,when,2
new,will,2
new,convent,6
new,waiting,6
new,her,8
new,singley,11
new,his,8
new,slander,2
new,court,4
new,elmira,6
new,forgery,5
new,god's,2
new,jury,2
new,sweeney,6
new,wallace,6
new,whereupon,3
new,attorney,5
new,bierstadt,4
new,but,2
new,calzour,2
new,hence,3
new,microscopic,2
new,moreover,5
new,therefore,4
new,lope,5
new,thus,5
york,august,6
york,broadway,11
york,company,13
york,pete,11
york,rogers,11
york,beer,6
york,check,13
york,george,16
york,having,6
york,lang,16
york,stop,6
york,bank,10
york,money,15
york,certainly,6
york,lang's,6
york,police,21
york,street,12
york,their,6
york,west,12
york,tuesday,5
york,arrest,7
york,james,14
york,parker,28
york,detective,8
york,doyle's,5
york,evidence,17
york,five,3
york,holmes,5
york,peabody,15
york,serconan,5
york,sherlock,5
york,there,6
york,donz,3
york,parker's,8
york,room,2
york,clark,7
york,didn't,6
york,hickey,6
york,i'll,3
york,jim,3
york,mabel,10
york,meantime,5
york,p-body,5
york,sargent,5
york,they,4
york,what,6
york,yes,3
york,well,7
york,mrs,24
york,don't,2
york,not,4
york,alice,5
york,couser,3
york,trial,11
york,accordingly,6
york,albert,2
york,avenue,2
york,english,5
york,fifth,2
york,louis,4
york,minnesota,4
york,old,2
york,patrick,3
york,paul,4
york,prentice,7
york,rice,2
york,signature,9
york,sparious,2
york,swenson's,2
york,trust,2
york,when,2
york,will,2
york,convent,6
york,waiting,6
york,her,8
york,singley,11
york,his,8
york,slander,2
york,court,4
york,elmira,6
york,forgery,5
york,god's,2
york,jury,2
york,sweeney,6
york,wallace,6
york,whereupon,3
york,attorney,5
york,bierstadt,4
york,but,2
york,calzour,2
york,hence,3
york,microscopic,2
york,moreover,5
york,therefore,4
york,lope,5
york,thus,5
august,broadway,6
august,company,6
august,pete,6
august,rogers,6
august,beer,5
august,check,11
august,george,8
august,having,5
august,lang,9
august,stop,5
august,bank,10
august,money,4
august,certainly,3
august,lang's,2
august,police,2
august,street,7
august,west,7
august,arrest,6
august,his,6
august,interrogated,4
august,james,4
august,july,6
august,leather,6
august,lincoln,6
august,national,6
august,parker,6
august,shoe,6
august,believing,4
august,mrs,4
august,parker's,4
broadway,company,6
broadway,pete,6
broadway,rogers,6
broadway,beer,5
broadway,check,5
broadway,george,5
broadway,having,5
broadway,lang,5
broadway,stop,5
broadway,bank,4
broadway,money,9
broadway,certainly,3
broadway,lang's,2
broadway,police,2
broadway,after,5
broadway,but,3
broadway,central,6
broadway,couldn't,2
broadway,detective,12
broadway,hotel,6
broadway,jim,9
broadway,mrs,8
broadway,parker,8
broadway,parker's,4
broadway,peabody,2
broadway,poor,2
broadway,p-body,11
broadway,then,4
broadway,dutch,3
broadway,gang,3
broadway,swini,3
broadway,don't,3
broadway,clark,6
broadway,evidence,3
broadway,hickey,6
broadway,i'll,4
broadway,mabel,3
broadway,meantime,6
broadway,sargent,6
broadway,they,5
broadway,william,2
broadway,yes,4
broadway,didn't,5
broadway,what,5
broadway,well,3
company,pete,18
company,rogers,18
company,beer,6
company,check,9
company,george,17
company,having,6
company,lang,17
company,stop,6
company,bank,14
company,money,13
company,certainly,6
company,lang's,6
company,police,7
company,street,7
company,their,6
company,west,7
company,tuesday,6
company,arrest,7
company,interrogated,2
company,james,2
company,parker,13
company,albert,6
company,alice,6
company,avenue,6
company,couser,4
company,evidence,7
company,fifth,6
company,mrs,12
company,old,6
company,patrick,6
company,rice,6
company,she,5
company,signature,8
company,sparious,6
company,swenson's,6
company,trial,5
company,trust,6
company,upon,4
company,when,6
company,will,6
company,louis,4
company,mabel,4
company,minnesota,4
company,parker's,4
company,paul,4
company,prentice,4
company,english,3
company,accordingly,2
company,but,2
company,jury,4
company,peabody,3
company,sweeney,2
company,calzour,4
company,two,4
company,microscopic,2
pete,rogers,18
pete,beer,6
pete,check,9
pete,george,17
pete,having,6
pete,lang,17
pete,stop,6
pete,bank,8
pete,money,13
pete,certainly,6
pete,lang's,6
pete,police,7
pete,street,7
pete,their,6
pete,west,7
pete,tuesday,6
pete,arrest,4
pete,interrogated,2
pete,james,2
pete,parker,8
pete,but,2
pete,evidence,4
pete,jury,4
pete,mrs,6
pete,peabody,3
pete,signature,2
pete,sweeney,2
pete,alice,4
pete,calzour,4
pete,two,4
pete,microscopic,2
rogers,beer,6
rogers,check,9
rogers,george,17
rogers,having,6
rogers,lang,17
rogers,stop,6
rogers,bank,8
rogers,money,13
rogers,certainly,6
rogers,lang's,6
rogers,police,7
rogers,street,7
rogers,their,6
rogers,west,7
rogers,tuesday,6
rogers,arrest,4
rogers,interrogated,2
rogers,james,2
rogers,parker,8
rogers,but,2
rogers,evidence,4
rogers,jury,4
rogers,mrs,6
rogers,peabody,3
rogers,signature,2
rogers,sweeney,2
rogers,alice,4
rogers,calzour,4
rogers,two,4
rogers,microscopic,2
beer,check,6
beer,george,6
beer,having,6
beer,lang,6
beer,stop,6
beer,bank,5
beer,money,5
beer,certainly,4
beer,lang's,3
beer,police,3
beer,street,2
beer,their,2
beer,west,2
check,george,12
check,having,6
check,lang,13
check,stop,6
check,bank,33
check,money,21
check,certainly,6
check,lang's,6
check,police,6
check,street,22
check,their,5
check,west,22
check,tuesday,4
check,arrest,8
check,his,11
check,interrogated,4
check,james,12
check,july,6
check,leather,6
check,lincoln,7
check,national,7
check,parker,34
check,shoe,6
check,believing,4
check,mrs,26
check,parker's,6
check,detective,18
check,it's,9
check,jim,8
check,p-body,19
check,too,5
check,signature,24
check,then,12
check,there,6
check,still,6
check,things,6
check,after,6
check,i'm,10
check,what,9
check,not,6
check,now,9
check,but,12
check,good,6
check,john,9
check,smith,9
check,tiffany's,6
check,ask,6
check,just,6
check,where,6
check,that's,6
check,very,6
check,you,8
check,buy,6
check,when,10
check,mabel,12
check,you've,7
check,maybe,6
check,there's,6
check,bud,5
check,i'll,4
check,room,14
check,well,4
check,here's,3
check,she,5
check,singley,2
check,court,12
check,evidence,18
check,forgery,18
check,jury,14
check,witness,9
check,peabody,9
check,mabel's,4
check,attorney,6
check,bierstadt,6
check,elmira,4
check,sweeney,6
check,trial,8
check,wallace,4
check,american,2
check,around,6
check,avenue,6
check,bedford,3
check,couser,6
check,end,5
check,fifth,6
check,notes,6
check,object,6
check,reformatory,3
george,having,6
george,lang,26
george,stop,6
george,bank,14
george,money,15
george,certainly,6
george,lang's,6
george,police,10
george,street,11
george,their,6
george,west,11
george,tuesday,6
george,arrest,7
george,interrogated,5
george,james,13
george,parker,16
george,his,3
george,july,3
george,leather,3
george,lincoln,6
george,national,6
george,shoe,3
george,mrs,15
george,parker's,2
george,bierstadt,5
george,cousers,3
george,detective,6
george,jim,6
george,mabel,7
george,miss,3
george,p-body,6
george,poor,5
george,see,6
george,she,2
george,signature,9
george,singley,8
george,hickey,5
george,william,5
george,evidence,7
george,i'll,2
george,yes,2
george,but,2
george,jury,5
george,peabody,6
george,sweeney,2
george,trial,5
george,alice,6
george,calzour,6
george,two,4
george,microscopic,4
george,court,4
george,hence,4
george,moreover,5
george,therefore,4
george,lope,5
george,thus,5
george,her,3
having,lang,6
having,stop,6
having,bank,5
having,money,5
having,certainly,4
having,lang's,3
having,police,3
having,street,2
having,their,2
having,west,2
lang,stop,6
lang,bank,12
lang,money,13
lang,certainly,6
lang,lang's,6
lang,police,10
lang,street,11
lang,their,6
lang,west,11
lang,tuesday,6
lang,arrest,8
lang,interrogated,6
lang,james,13
lang,parker,18
lang,his,4
lang,july,4
lang,leather,4
lang,lincoln,4
lang,national,4
lang,shoe,4
lang,believing,2
lang,mrs,15
lang,parker's,4
lang,but,2
lang,evidence,4
lang,jury,6
lang,peabody,6
lang,signature,5
lang,sweeney,2
lang,trial,6
lang,alice,6
lang,calzour,6
lang,two,4
lang,microscopic,4
lang,court,4
lang,hence,4
lang,moreover,5
lang,singley,6
lang,therefore,4
lang,lope,6
lang,thus,6
lang,her,4
lang,american,2
lang,mabel,2
stop,bank,5
stop,money,5
stop,certainly,4
stop,lang's,3
stop,police,3
stop,street,2
stop,their,2
stop,west,2
bank,money,20
bank,certainly,6
bank,lang's,6
bank,police,6
bank,street,21
bank,their,5
bank,west,21
bank,tuesday,4
bank,arrest,12
bank,his,6
bank,interrogated,4
bank,james,10
bank,july,6
bank,leather,6
bank,lincoln,12
bank,national,12
bank,parker,24
bank,shoe,6
bank,believing,5
bank,mrs,22
bank,parker's,11
bank,clark,2
bank,detective,16
bank,it's,8
bank,jim,11
bank,p-body,18
bank,signature,24
bank,then,8
bank,there,6
bank,too,4
bank,still,6
bank,things,6
bank,after,6
bank,i'm,7
bank,what,7
bank,not,6
bank,now,10
bank,but,5
bank,good,5
bank,john,5
bank,smith,5
bank,tiffany's,5
bank,ask,4
bank,just,4
bank,where,4
bank,that's,3
bank,very,3
bank,you,3
bank,buy,2
bank,when,8
bank,mabel,14
bank,you've,4
bank,bud,2
bank,cousers,6
bank,here's,4
bank,i'll,3
bank,miss,6
bank,room,10
bank,she,13
bank,singley,5
bank,well,3
bank,bierstadt,4
bank,poor,4
bank,see,3
bank,hickey,2
bank,william,2
bank,albert,6
bank,alice,2
bank,avenue,12
bank,couser,10
bank,evidence,9
bank,fifth,12
bank,old,6
bank,patrick,6
bank,rice,6
bank,sparious,6
bank,swenson's,6
bank,trial,6
bank,trust,6
bank,upon,4
bank,will,6
bank,louis,4
bank,minnesota,4
bank,paul,4
bank,prentice,4
bank,english,3
bank,accordingly,2
bank,american,2
bank,around,6
bank,bedford,3
bank,court,6
bank,end,5
bank,forgery,6
bank,jury,6
bank,notes,6
bank,object,6
bank,reformatory,3
bank,witness,6
money,certainly,6
money,lang's,5
money,police,7
money,street,9
money,their,4
money,west,9
money,tuesday,3
money,arrest,6
money,detective,29
money,don't,8
money,dutch,4
money,gang,4
money,hotel,5
money,jim,19
money,mrs,30
money,p-body,20
money,parker,37
money,swini,4
money,then,6
money,fony,6
money,yes,12
money,it's,5
money,too,3
money,signature,9
money,after,5
money,i'm,6
money,not,9
money,now,6
money,still,3
money,things,4
money,what,9
money,but,8
money,good,5
money,john,5
money,smith,5
money,tiffany's,5
money,ask,4
money,just,4
money,where,4
money,that's,3
money,very,3
money,you,3
money,buy,2
money,when,2
money,mabel,17
money,evidence,19
money,hickey,11
money,i'll,6
money,see,2
money,william,4
money,they,5
money,clark,10
money,meantime,4
money,sargent,4
money,didn't,3
money,well,6
money,raleigh,4
money,peabody,6
money,accordingly,2
money,convent,3
money,her,5
money,james,6
money,singley,6
money,waiting,4
money,his,5
money,prentice,5
money,slander,4
money,further,3
money,trial,5
money,jury,10
money,sweeney,2
money,alice,4
money,calzour,4
money,two,4
money,microscopic,2
money,court,7
money,american,2
money,around,6
money,avenue,6
money,bedford,3
money,couser,6
money,end,5
money,fifth,6
money,forgery,6
money,notes,6
money,object,6
money,parker's,2
money,reformatory,3
money,room,6
money,she,3
money,witness,6
certainly,lang's,5
certainly,police,5
certainly,street,4
certainly,their,4
certainly,west,4
certainly,tuesday,3
lang's,police,6
lang's,street,5
lang's,their,5
lang's,west,5
lang's,tuesday,4
lang's,arrest,2
police,street,12
police,their,5
police,west,12
police,tuesday,4
police,arrest,6
police,detective,8
police,doyle's,5
police,evidence,16
police,five,3
police,holmes,5
police,james,5
police,parker,20
police,peabody,17
police,serconan,5
police,sherlock,5
police,there,6
police,donz,4
police,parker's,4
police,room,3
police,assuming,2
police,mrs,17
police,not,4
police,well,3
police,alice,8
police,couser,3
police,trial,11
police,court,8
police,jury,9
police,p-body,10
police,practically,6
police,witness,8
police,p-body's,6
police,unless,6
police,she,5
police,signature,7
police,calzour,5
police,hence,6
police,microscopic,5
police,two,3
police,therefore,5
police,moreover,4
police,singley,3
police,lope,2
police,thus,2
street,their,6
street,west,40
street,tuesday,6
street,arrest,13
street,interrogated,6
street,james,15
street,parker,27
street,his,6
street,july,6
street,leather,6
street,lincoln,10
street,national,10
street,shoe,6
street,believing,6
street,mrs,20
street,parker's,12
street,clark,4
street,detective,14
street,evidence,6
street,five,5
street,peabody,11
street,doyle's,6
street,holmes,6
street,serconan,6
street,sherlock,6
street,there,6
street,donz,6
street,room,12
street,assuming,4
street,couldn't,2
street,jim,11
street,poor,4
street,but,9
street,after,4
street,good,6
street,i'm,8
street,john,9
street,not,5
street,now,11
street,p-body,14
street,smith,9
street,still,2
street,things,3
street,tiffany's,6
street,what,7
street,ask,6
street,just,6
street,where,6
street,that's,6
street,very,6
street,you,8
street,buy,6
street,then,6
street,when,6
street,mabel,7
street,you've,9
street,maybe,6
street,there's,6
street,bud,6
street,i'll,6
street,well,6
street,here's,6
street,she,5
street,singley,5
street,cousers,4
street,miss,4
street,signature,4
street,bierstadt,2
west,their,6
west,tuesday,6
west,arrest,13
west,interrogated,6
west,james,15
west,parker,27
west,his,6
west,july,6
west,leather,6
west,lincoln,10
west,national,10
west,shoe,6
west,believing,6
west,mrs,20
west,parker's,12
west,clark,4
west,detective,14
west,evidence,6
west,five,5
west,peabody,11
west,doyle's,6
west,holmes,6
west,serconan,6
west,sherlock,6
west,there,6
west,donz,6
west,room,12
west,assuming,4
west,couldn't,2
west,jim,11
west,poor,4
west,but,9
west,after,4
west,good,6
west,i'm,8
west,john,9
west,not,5
west,now,11
west,p-body,14
west,smith,9
west,still,2
west,things,3
west,tiffany's,6
west,what,7
west,ask,6
west,just,6
west,where,6
west,that's,6
west,very,6
west,you,8
west,buy,6
west,then,6
west,when,6
west,mabel,7
west,you've,9
west,maybe,6
west,there's,6
west,bud,6
west,i'll,6
west,well,6
west,here's,6
west,she,5
west,singley,5
west,cousers,4
west,miss,4
west,signature,4
west,bierstadt,2
their,tuesday,5
their,arrest,3
tuesday,arrest,4
tuesday,interrogated,2
tuesday,james,2
tuesday,parker,2
arrest,interrogated,6
arrest,james,10
arrest,parker,24
arrest,his,6
arrest,july,6
arrest,leather,6
arrest,lincoln,6
arrest,national,6
arrest,shoe,6
arrest,believing,6
arrest,mrs,20
arrest,parker's,7
arrest,clark,12
arrest,detective,11
arrest,five,2
arrest,evidence,11
arrest,peabody,5
arrest,don't,4
arrest,hickey,6
arrest,hotel,5
arrest,raleigh,5
arrest,well,6
arrest,not,4
arrest,alice,6
arrest,couser,7
arrest,trial,5
arrest,upon,5
arrest,she,4
arrest,signature,4
arrest,albert,3
arrest,avenue,3
arrest,fifth,3
arrest,old,3
arrest,patrick,3
arrest,rice,3
arrest,sparious,3
arrest,swenson's,3
arrest,trust,3
arrest,when,3
arrest,will,3
interrogated,james,6
interrogated,parker,6
interrogated,his,4
interrogated,july,4
interrogated,leather,4
interrogated,lincoln,4
interrogated,national,4
interrogated,shoe,4
interrogated,believing,2
interrogated,mrs,2
interrogated,parker's,2
james,parker,40
james,his,8
james,july,4
james,leather,4
james,lincoln,9
james,national,9
james,shoe,4
james,believing,3
james,mrs,29
james,parker's,10
james,clark,4
james,detective,13
james,five,4
james,evidence,9
james,peabody,10
james,doyle's,2
james,holmes,2
james,serconan,2
james,sherlock,2
james,bud,3
james,here's,5
james,i'll,4
james,mabel,14
james,maybe,2
james,now,5
james,p-body,12
james,room,9
james,she,14
james,singley,18
james,there's,2
james,well,4
james,you've,4
james,cousers,5
james,miss,5
james,signature,21
james,jim,4
james,bierstadt,3
james,poor,3
james,see,2
james,accordingly,4
james,convent,5
james,english,3
james,louis,2
james,minnesota,2
james,paul,2
james,prentice,6
james,waiting,6
james,her,12
james,slander,3
james,further,2
james,trial,15
james,forgery,13
james,jury,17
james,then,6
james,witness,10
james,court,10
james,mabel's,3
james,when,3
james,alice,2
james,calzour,2
james,hence,3
james,microscopic,2
james,moreover,5
james,therefore,4
james,lope,6
james,thus,6
james,american,5
james,bedford,4
james,reformatory,4
james,end,3
parker,his,18
parker,july,6
parker,leather,6
parker,lincoln,6
parker,national,6
parker,shoe,6
